document,sentence
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Mana kasurikuq runakunapaq, mana llamkay munaq runakunapaqri, ima muchuchiykunam hatarikunman?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Kamachikuq qillqap kurkunta riqsisun.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chakra ruranapaq Ruray kamachikuq qillqa Qillqap uman Kamachikuy willakuq Llapa kay Qillqaya ayllupi chakra ruraq runakuna, llaqtap chakran ruraq purina, chay rurakunqa umalliq willakamunqahina."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Llaqtap chakran ruraq puriymanta kay qillqaqa kamachikun.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Kay qillqata llapamanta kasukunanchik, mana hinaqa kay qillqap hasutinta chaskisunman."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Chakra ruray chayamuptin ayllu umalliq willakunan.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Llapa chakra ruraq runakuna ayllup chakran ruraq purinan.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Sapanka runa llamkanakunata (rawkana, wiri, kupana, wakkuna ima) apakunanku imachus rurana kachkan chaymanhina."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Kallpapaq chakra ruray kaptin qharikuna purinan, ikma warmikunalla warmiqa purinan."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Warmikuna chakrata puriyta atillakuntaqmi, ichaqa chakra ruray qasipachalla kaptin hina hapiy, quray, hallmay, wanu hichay ima, papa qipiqqa manam purinanchu."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Qillqaya, punchaw hatun puquy killapi watapi."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Ima pachapi qillqa wakichikusqan Suti siqikuna Sayri Tupa Mayu Huayta Sumaq Urpi  Iskay kaq qillqa awinchana Mxico suyupi sara mikhuy Qillqap umanta awinchay hinaspa tapukuykunata kutichiy.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Per suyupi, Mxico suyupiwan sara mikhuy kasqanchu kanman?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Mana allinta hapiqanki chayqa, wakmanta awinchay."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Mana riqsisqa rimaykunata tarispa qillqanaykipi qillqay.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Maya kawsaypi sara mikhuyninku Imaynas Europa wakin suyunkunapi trigumanta tanta mikhuyninku kan; Asia suyukunapipas arroz mikhuyninku kan, chayhinallataq Amrica suyupipas saramanta turtilla mikhuy kallantaq."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Saramanta turtillata ruranku, tamalta, atole, pusul nisqakunapas."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Purutuwan sarapiwan awpa maya runakunap mikhuy ruruchisqanmi karqan.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Pisimanta pisi mikhuyninkuman kaykunatam yaparqanku: kalawasata, paltata, papayata ima."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Allinta sumaqchaykunanpaqqa churarqanku chilita, waynillata, kakawta ima, mana hinataq wanquyru miskita."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Kasqallantataq aychatapas, challwa mikhuykunatapas yaparqanku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Ima mikhunankupipas saraqa kallaqpuni.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Raymikunapipas huunakuykunapipas saramanta turtillayuq mikhuyqa kallarqanpuni.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Sapa punchaw mikhuyninku mana turtillayuqqa manam kanchu.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Turtilla ruraqkuna Mxico suyup llaqtankunapiqa turtilla qhatunankupaqqa qhatuna wasinkuta tutamantaa kicharinku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Yachaqkunaqa, makiwan turtilla rurasqapas makinawan rurasqapas, kasqanmi ninku, chayraykutaq rurakuchkallankupuni."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Astawan karu huchuy llaqtakunapiqa makiwankama turtillataqa ruranku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Chaypiqa warmikuna allinhinata wasi ayllun ukhupi turtillataqa ruranku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Warmikuna nirayllapunim turtillataqa ruranku, wawakunataq mamankuta yanapanku, chayrayku qharikunapas atillankutaq."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Turtillataqa kuwintu willakuqhina ruranku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Wasi ayllukunapiqa waykuy pachapi kuwintu qipiqhina willanakuqch kakuchkanchik.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Kawsayninku, iiyninku ukhupim saraqa tarikun."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Sapa punchaw kawsayninkupi saraqa tarikun: iiyninkupi tarisunman, mikhunankupi, chakrapi, urqukunapi, hampinkupi ima."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Maya runaqa sarap wawanhina munasqa tarikunku, chayhinata paykunaqa sarata pacha kamaqtahina qhawarinku, chayhinatam sarataqa yupaychanku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,awinchasqaykimanta kay tapukuykunata qillqanaykipi huntay.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Imanaptintaq maya runakunap mikhuyninpi sara kallanmanpuni?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Maya runari, imata saramanta anchata rurarqanku?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Maya runakunari, imanaptinmi sarata anchata yupaychankuman karqan?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Qampaqri, makinawan rurasqa turtillachu icha makiwan rurasqa turtillachu aswan sumaq kanman?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Kay rimayta yuyaychaykuy: Sapanka suyukunapiqa mikhuyniyuqkama kanku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Qampaqri, chiqaqchu chay rimay kanman icha manachu?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Ima sara mikhuykunataq llaqtanchikkunapi kan?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Chaninchakuy Kamachikuq qillqata awinchaspa riqsirqunkichu?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Iskay qillqakunamanta, llapan tapukuykunata allin yuyaywanchu kutichirqani?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Kamachikuq qillqap taqankunatari, allintachu riqsiykuni?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Mxico suyumanta qillqata awincharispa, sunqu yuyayninta hapiqankichu?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Musuq simikuna Atuli: saramanta upyanapaq qunchu unu.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Chili: Mikhunaman sumaqyachina yapaykuna.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chuwiy: Imatapas mana qhillichakunanpaq, mana pakikunanpaq kuyuy."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Hasuti: Mana kamachikuy huntaqpaq ima muchuchiytapas quy.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Pusul: upyanapaq sara unumanta rurasqa.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Wilancha: Uywata sipispa Apukunaman quy.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,LLAQTANCHIKKUNAPI RURANA Tiktukunata qhawarispa kay tapukuykunata kutiykuchiy.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chay ruraykunari, aylluykipi kanchu?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Yacharqankichu: Mikhuy waqaychana kitiqa pichasqam kanan, unuwan, qatawiwan pichasqa, imaraykuchus ima unquypas qhillimanta rikhurinman."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chaymantapas qapaysapa qura hampikunawan qapachisqam kanan, hina iwkaliktuwan, muawan mana rikuy kurukuna ama asuykuchinanpaq."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"MIKHUY WAQAYCHANAMANTA Paqarisqan Chakra rurukunaqa puna runap mikhuyninmi, chayrayku paykunaqa imaymana mikhuyninkuta kaykunapi waqaycharqanku: taqipi, truhipi, qullqapi, wayaqapi, putukupi, wayunapi ima."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Kayhina waqaychaykunataqa manaam qhipa wiaykunaqa rurankuchu, imanaptinchus qhatuna wasikuna llaqtapi kapun, ayllukunapipas qhatu kapullantaq, chaymanta pisillanpi rantikapunku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Huk kaq awinchana Yachay aypana: Huk riqsichikuq qillqata imaynachus mikhuyninhikkuna waqaychana kaq chaymanta qillqata awinchay.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Mikhuykuna waqaychana chinkapusqanmanta awinchanki Manaraq awinchachkaspa kay tapukuykunawan hamutasun.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Qillqap umanta qhaway, himaspataq kutichiy."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Ima mikhuykunatataq waqaychayta atisunman?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,awpaq runakuna mikhuykunata waqaycharqankuchu?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Imaynata mikhuykuna waqaychaypi yanapanki?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Qillqap sunqunta tarispa qillqana maytuykipi qillqanki.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Mana riqsisqa rimaykunata tarispa wak chiqaspi qillqanki.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Qillqa manapas allintachu rimachkan hinaqa, yachachiqninchikta tapukunki."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Isi Wila ayllupi papa waqaychay Isi Wila aylluypiqa (kunan Isibilla nispa sutichanku) allintam papata urichiyku, haku papatapas ruki papatapas rurayku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Haku papapi kan: maqta lumu, yuraq lumu, pitikia, wayru, puka mama, paqucha sinqa, luntusa, wulichu, khuchi aka, chalu papa, hukkunapas; ruki papapitaq rikhurin: urqu ruki, qanchalli, qiqwillu, tininti, chalu papapis kanllataq."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Kay papakunaqa ancha chiri ayllukunapim wian, ichaqa kay papakuna chaqullayuqtam mikhuna, mana chaytaq murayapipas chuupipas."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,uqaykuqa karu allpapi papata rurayku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Papata haspirquspa wasiman astayku, chaytaqa llamapi kawallupi asnukunapi ima rurayku, ichaqa kay qhipa watakunapiqa manaam awpa watakunahinaachu kapuchkan, kunanqa awtupikama papata astapuyku, awtu chakra pataman mana chayaptinpas anta kichaspa chayachiyku, manapuni chayaptintaq awtu anman papata taripachiyku, chaymantataq awtuman qipichipuyku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Hinallataqmi, manaa chakra patapichu papata waqaychapuyku, awpaqqa chakra pataman hukunasqata waqaychaq kayku, kunanqa manaan chayhinachu kapun, imaraykupichus huk watapaqqa wak chiqaspi rurasaqku, sasacha tarpuypi papa astay kanman."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Papata wasiman chayachispa muhuchaywan qallariyku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"awpaqta papata hichaykuna, chaymantataq muhuta akllana, chaytaq murmu papa kanan."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chay muhuta allinta waqaychana, ichhuwan mastaspa, muawan qataspa, imaraykuchus mana allin waqaychasqataqa kuru uksirqunman, manach tarpuyman  chayanmanchu."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chaymanta hatuchaq papata mikhunapaq akllana, murmu papatapas akllanallataq, khullu papa ichaqa kikillanpi qhiparin, chaymantataq chuuchanapaq apana."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Hinallataq qanchi papata, kuru papata, khullu papata ima akllana, chaytaqa utqhayta mikhurqapuna."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Muhu akllaypiqa qharipas warmipas irqikunapas llapanmanta rurayku, warmikuna akllanku, qharikuna papata hichanku, chaymanta papata qipinku, irqikunapas papata winanku, papa qipiqta tanqarinku mikhunata apamunku ima."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chayhinam, imaymana rurana kan, chaykunata llapanmanta rurayku, khullu papamanta, murmu papamanta, hatuchaq papamanta chuuta rurayku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Allinta qasachkaptin papata mastayku, allinta pasarquchin chayqa, qhipantinpacha papata llustiyku; mana pasachiptinqa, huk tutatawan qasachiyku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Allin pasasqa kaptinraq chuu qitata llustiyku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chaymantataq chakinanpaq saqiyku, wakinqa chakichkaptin saruyku, kaytaqa qala chakilla rurayku, mana chayqa uthurqukunmanch, chuuta tiqwanku chuu qala chakinanpaq."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chay qhipamantaq chakitaa chuuta huqariyku, hinaspataq wayrachiyku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chuu chakia kapun chayqa, qullqaman churamuyku, kaypiqa watan watanmi chuuqa waqaychakun."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Wakin runaqa, kay qhipa watakunapi, siqapi waqaychanku, manaam qullqa rurayta atipunkuchu."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Ahinatam uqaykuqa hamuq watakunapaq mikhuyta waqaychayku, mikhuyta waqaychanki hinaqa manam haykaqpas mikhuymanta pisikusunmanchu, imaa kaptinpas mikhuyninchikqa kallanqapuni."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Hinallatataq ruki papamantapas murayata rurayku, kay papaqa manam hinallaqa mikhuchikunmanchu, sinchi kuymim; chayraykupi murayata rurayku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Haku papatahina muhuchayku, ichaqa muhullata hurquyku, chaymantataq llapanta mayu pataman apayku, hinaspa qasachinapaq mastayku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Mayupi  puytuman ichhuwan sikiyku, chay patamantaq sarusqa papata hichayku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chay unu puytupi chunka pisqayuq punchawhinam kanan, chaymantataq unumanta chakichinapaq hurqupuyku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Chakitaataq wasiman waqaychanaykupaq apayku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Wila Quta aylluypiqa chayhinatam chuutapas murayatapas waqaychayku, kaykunaqa huk wata, iskay, kimsa, chunka watapas waqaychakuyta atikullanmanmi, ichaqa chaki wasipi waqaychana, mana hinaqa charanyarquspam puqurqunman, chaytaq ichaqa mikhunapaq mana sumaqchu kanman."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Kay chuutapas kay murayatapas wak mikhuykunatawan minuspa mikhuyku, chaymantapas kay mikhuykunata qullqichayku imapas rantikunaykupaq."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Imataq mikhuy waqaychayri Mikhuy waqaychayqa awpa runap kawsayninmantaraqmi.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Turumanta urpukuna (qullqa) waqaychanapaq rurasqa karqan, chaypitaq hina sarata, kinuwata, papata, aqhata ima waqaycharqanku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Kay mikhuykunaqa kaspikunayuq, qura hampikunayuq churasqaqa huk watapas waqaychakuyta atikun."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Ichaqa kay awpa yachayqa watamanta wata chinkapuchkan, imanaptinchus sapanka llaqtapi, ayllupi qhatuna wasi rikhuripun, chayllamantaa runaqa pisimanta pisi rantikapun."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,awinchayta tukurquspa kay tapukuykunata qillqanaykipi kutichiy.
