document,sentence
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Mana riqsisqa rimaykunata tarispa sutinchay, hinaspa simi qullqapi maskhariy."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Manapas yuyaykuna sutichu kachkan chayqa, wakmanta awinchay, mana chaytaq yachachiqniykita tapuriy."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chanin mikhuymi llaqtanchik ukhupi pakasqa Unay watas Qulla suyu hapiypi huk runa tiyaq kasqa, sutintaqmi Raul Roque kasqa."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chaypis tayta Raul yawar masinwan: Ichapasch allinta kawsasunman, nispa sara chakra rurayta munasqaku, ichaqa paykunaqa manas sara ruraytaqa haykaqpas yacharqankuchu, tarpuykunallach."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Kunanri, maypitaq chakrata rurasunman?, nispas tapurikunku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Hinas, khuyapayaymanta, huk wasi masinku chakra ruranankupaq quykuq kasqa: Ichaqa imaymana uywakunam hamun, nispas wasi masin willaykun."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Sara chakra rurayta qallarispanku imaymana sasachakuykunawan tarikunku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Sara chakra ruraypas qhawaypas sasam kasqa, nispas tapunarikuspa rimaykunku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Huk kutis chakraman purichkaspa phalaq uywakunata rikusqaku, chaykunaqa may unaymantaas sarata mikhuykapusqaku, hinaspapas manas chayllachu, intipipas saraqa chakiykapuqllataqsi kasqa, qasapas qasapullantaq, hinallataq wakapas mikhupullantaq."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Chay sasachakuykunas chakrataqa sunqu nanayta rurarqapun.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Chayta qhawaykuspa tayta Raul manaas yuyayninpichu.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Hinaqa tayta Ral  llakirqapun, a chakranta wikchupunana kachkaptin nin: Pim sara chakray wiachiyta yanapawanman?, hinas Luis masinmanta yuyarirqun, payqa may unayas chakrataqa ruran."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Raulqa Luispa wasinman chayaykuspas imaymana sasachakuykuna qatisqantas llapanta willakun, Luistaqsi allin yuyaywan uyarin, paypas awpa watakunaqa chakra rurayta manas atiqchu, qhipamanas yachaq kasqa."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Kunan Luisqa Raulpa chakra rurayninpipas qhawayninpipas yanapanqa.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Luisqa kayhinata Raulta kamachisqa: Phalaq uywakunapaq manchachita sayachinki, chayqa kusatam manchachin."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Hinallataq qasapaq ichhuwan patanmanta qatanki, inti ruphaypaqtaq ichaqa unu yarqhakunata kichanki, wakmanta aswanpas allinta qhawanayki Raulqa qhipa pachamana masinpa nisqanta kaqta kasukuntaq rurantaq, chakra mana qullurqunanpaq wawankunawan allinta llamkanku, sasawanraq imatapas awpaqtaqa ruranku, ichaqa chakra chaymanhina wiayninpi kutirin."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Hinata ruraspa allin nirayta mikhuyta huqarinku, qullqicharikunku ima, chaymanta Luistapas anchatam aaycharikunku, imayna chakra wiachiypipas qhawaypipas yanapasqanmanta."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Kunan ichaqa, allinta sara rurayta yachaykuspa wataman allinta sarata tipinqaku, chaytaq mikhunankupaq, wakintaq qullqichanakunpaq ima kanqa."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Kay willakuyqa awichukunap willakusqanmi.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,awinchayta tukurquspa kay tapukuykunata qillqanaykipi qillqanki.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,imanaptinmi sara chakra rurayta wak chakrakuna ruraytapas atinanchik?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Paykunaqa manas sara rurayta haykaqpas yacharqankuchu, tarpuykunallach nispas nirqanku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Qamr, ima niwaqtaq chayhina rimaymanta?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Ima sasachakuykunam manaraq sara tipiy kachkaptin rikhurimun?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Kunan awinchasqaykimanhina, ima sumaq ruraykunatam tariwaq?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Mana sasachakuykuna kananpaq, ima ruraykunatam chakra allin wiananpaq qillqawaq?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Tayta Ral chakra rurayta atinman karqan hinari, imaynam chakra rurasqan kanman?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"uqanchikri, atisunmanchu chakra rurayta?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Ima nisunmantaq chay mana chakra ruray atiq runa masinchikkunatari?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chakrata mana rurasunmanchu chayri, imaynam kawsasunman?, imaynam mikhuyninchik kanman?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Iskay kaq awinchana Asturias llaqtapi sara tipiymanta yachariy Manaraq awinchachkaspa qillqap umanta awinchaykuy, tiktuta qhawaspataq tapurikullaytaq."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Imatataq Asturiaspa kawsayninmanta yachanki?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Imapaqtaq qillqaq qillqatari qillqanman karqan?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Paykunari, allintachu sara rurayta yachankuman?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,awinchanapaqqa kay kamachikuykunata huntaykuy.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Imachus allin uqanchikpaq chaymanta hamutay.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Qillqap chawpi yuyayninta sutiyachinki.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Mana allintachu hapiqanchik chayqa, wakmanta awinchanki."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Asturias llaqtapi sara tipiymanta Qayna watakunam wak hawa suyukunata puririrqani, chaykunapi sara chakra ruraymanta taqwirirqani."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Qhipallataa Asturias llaqtata chayaykurqani, kayqa Espaa suyupi hatun qucha Cantabrico patapi tarikun."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Kay llaqtapiqa wakin suyukunamantapas aswan allinta sarata urichinku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Paykunaqa kimiku hampiwankama wiachinku, kurumantapas amachanku, phalaq uywakunamantapas hampispakama amachanku, mana kaypihinachu manchachita churanku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Kay hampikunaqa utqhayta wiachin, ichaqa chay kimikuwan hampisqa mikhuyqa manaam qhali mikhuychu kapun."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Makinakunata rikuspa mancharikuniraq, wiruta witun, hinaspa iskay qutuman  taqan, hukkaqman chuqlluta, hukmantaq chhallata."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Chay makinakunawan utqhayta Asturias llaqtapiqa ruranku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chayta qhawachkaptiymi, huk yachayniyuq ingeniero Gomez willaykuwan, awpaqmantaa tukuy mikhuy huqarikunankupaq wakichinku, sara huqariymanta yachaykuna taqwirisqamanhina kay makinakunawan rurasqa aswan allinsi makiwan rutusqamantaqa."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Wakapas chhallata mikhuspa achkha ukun yapakun.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Hinaspa, rutuq makinakunaqa hatun allpapipas huchuy allpapipas llamkan."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"May maypi allinta wian, may maypi pisillata wian."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Chaykunataqa makinaqa allinta yachan: Huk allpapi hayka chhika qumir mikhuy kananta.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Huk allpapi hayka chhika chhalla kananta.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Qaya watakunapaq, kay yachaykunaqa waqaychasqa, ichapas kay yachaykunawan mikhuy huqariy ama pisiyanmanchu, aswan wianman."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Chayhinatam Asturias llaqtapiqa huk awi chirmiyllapim iskay pachak kuraq sara chakrata rutunku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Kunan Per suyuman kutinpunihina tapurikuni, imaynatataq tecnologa yachaywan chakra ruraq wawqi panakunata yanapayman?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chay yachaykunamanta, makinakunamanta ima qampas taqwirillaytaq."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,awinchasqanchikmanta kay tapukuykunata qillqananchikpi kutichiy.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Asturias llaqtapi, imaynatam sarata urichinku?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Uywakuna ama mikhurqunanpaq, imaynatam amachanku?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Imaynatataq suyunchikpi sarata achkhata huqarisunman?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Imanaptintaq chay Asturias llaqtapi saratari allinta huqarinku?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"uqanchik Asturias llaqtapihina llamkasunman chayri, imaynataq kawsayninchik kanmam?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Suyunchikpi sara ruraymanta, Asturias llaqtap sara rurayninmantawan, imakunas kikin niraq ruray kanman, imakunataq mana kaqchu."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Suti: Willakuypa sutin Qallariynin Willakuypa qallariynin Imaymana ruraykuna Willakuypa rurayninkuna Willakuypa tukuchaynin Willakuypa tukuchaynin Qillqaqpa sutin Qillqap suti,  Chaninchakuy awinchaspa qillqap sunqunta hapiqarqankichu?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chay qillqakunata awinchaspari, allintachu sunqu yuyayninkunata hapiqaykunki?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Musuq rimaykuna Chhalla: Sarap chakisqa yurankuna.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Hallmay: Wiaq yurakunaman allpa churay Manchachi: Chakrapi phalaq uywakunata manchachiq saywa.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Phalaq uywa: Raprawan hanaqpi phawaykachaq uywa.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Qullqichay: Achkha qullqiyuq kay.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Qulluy: Chayqa musquypi imapas mana huntakunanpaq.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Tipiy: Imapas mururquy, raphintapas, ichapas challpanta ima."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Taqwiriy: Musuqmanta yachaykuna maskhariy.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Urichiy: Chakrap mikhunankuna qusqan.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,SARAMANTA RURANA Tiktuta qhawaspa kay tapukuykunata umaykipi kutichiy.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chay mikhunari, imamantam rurasqa kanman?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Saramantari, ima mikhuykuna rurasqatataq riqsinki?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Aylluykipiri, imamantataq tantata ruranku?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Yacharqankichu: Saramanta mikhuykuna ruray yachaykuna inkakunap pachanpiraq karqan; inkakunaqa wilanchaykunapi, maakuykunapi, raymikunapi ima, chawpi qichwa suyupi chaninchaqku, chaykunapiqa sirwisatahina upyanapaq ruraqku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Hinataqmi saraqa qullqapi para chayaptin, unupi puqurqan, chullurichisqa, chakichisqa, hankarisqa ima karqan."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Chaymanta aqhata ruraytaqa yacharqanku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"MIKHUYKUNA RURASQA Paqarisqan Per suyunchikpi runa masinchikkunaqa mana chanin mikhuykunatam mikhupunchik, mana chanin upyanakunata upyapunchik, chaykunataq unquyta churapuwanchik, imaraykuchus mana rurasqanchik mikhuykunata mikhupunchikchu, upyanatapas mana allintachu rurapunchik."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"uqanchikpa upyananchikkuna kachkanmi saramanta rurasqa: chuchuqa, wiapu, aqha ima."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Huk kaq awinchana Yachay aypana: Saramanta rurasqa mikhuykuna mikhunapaq ruray kamachikuq qillqata awinchay.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Kamachikuq qillqamanta Huunakuy ukhupi kamachikuykuna Runaqa huunakuspam kawsanchik, manam pipas sapa sapaqa tiyasunmachu."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Imaymana rurananchikpaq huunakunchik, chay ukhupitaq kamachinakunchik, umalliqkunata ima churanakunchik."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Huunakuy ukhupiqa llapan umalliqninchikpa kamachikusqanta kasukunchik, payta yanapanchik, paypas uqanchikrayku llamkallantaq."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chay huunakuy ukhupi kamachikuq qillqa rikhurimun, kaytaqa llapan runa kasukunan, imaraykupichus kay kamachikuykuna huntaspa as allinta kawsasunman."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Per suyunchikpipas kallantaqmi kamachikuq qillqakunaqa.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Manaraq kamachikuq qillqata awinchkaspa kay tapukuykunawan hamutanki.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Kawsayniyki ukhupi kamachikuykuna kanchu manachu?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Yachay wasiykipi, ima huunakuykuna kan?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Llaqtaykipi, ima huunakuykuna kan?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Imapaqtaq kamachikuq qillqakuna rurakunman?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Mana riqsisqa rimaykunata tarispa wak chiqaspi qillqasun.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Qillqa manapas allintachu rimachkan hinaqa, yachachiqninchikta tapukusun."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,uqanchik qillqananchikpaq kay qillqata qhawarispa yuyaychakuchkasuna.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Yachay wasiman mikhuna apaymanta kamachikuq qillqa Kay qhipa watakunapiqa imaymana unquymi rikhurimuchkan, chay unquykuna yaqa llapan mikhusqanchikmanta rikhurimun."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chayrayku, qhipaniqman mana unqunanchikpaq, kay Jos Antonio Encinas yachay wasipi chanin mikhunakunata mikhunanchik."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chaypaq kamachikuq qillqa wakichikun, llapan kay yachay wasipi kaqkunap kasunanpaq."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Qillqap taqankuna: Chanin mikhuna apaymanta.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Yachakuqkuna, yachachiqkuna, qhatuqkuna ima llapanmanta chanin mikhunata yachay wasiman apananku."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Manam chanin mikhuykuna yachay wasi ukhupi kananchu.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Kayhina chanin mikhuykuna tarikun: miski rurukuna, saramanta rurasqa mikhuykuna (turtilla, sara tanta, aqha, qispiu, sara hamka, wakkunapas), llaqtanchikpa mikhuyninkuna (chuu  phasi, wapsichisqa papa, aycha timpu, runtu phasi, aycha kanka, sara hamka, wakkunapas)."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Kayhina mana chanin mikhuykuna tarikun: lastikupi chuwisqa mikhuykuna (chisitu, llallitas, miski, wakkuna ima), lastiku wutillapi hamuq upyanakuna (gaseosa, unu, wakkunapas)."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Mana chanin mikhuypi tarikun llapan mana saksachikuq, sinchi miski rantiy mikhuykuna."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Sapa punchaw, sapanka runap qipinan taqwikunqa."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Mayqan runapas mana chanin mikhuyta yachay wasiman mana yaykuchinqachu.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Llapan yachay wasiman yaykuq runakuna kasukunanku, mana hinaqa, yachay wasiman mana yaykunqakuchu."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Yachay wasipiqa mana chanin mikhuykunaqa manam qhatukunqachu.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Qhatuqkuna chanin mikhuyllata qhatunanku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Mana chanin mikhuykuna qichusqa kanqa.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Yachay wasiman llapan runa yaykuqkunaqa riqsiykusqa kanqaku, paykunaqa mana hasutita chaskinqakuchu, manataq multatapas churanqakuchu."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Mana kasukuqkuna kay qillqap hasutinta chaskinqaku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Yachachiqkuna: Mana chanin mikhuyta tarichikuspa multata churanqaku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Chay multaqa iskay chunka sulis kanqa.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Chaymatapas mana chanin mikhunanku qichusqa tarikunqaku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Qhatuqkuna: Mana chanin mikhunata qhatunqaku chayqa, yachay wasimanta qarquchikapunqaku, manaa yachay wasi ukhupi qhatunqachu."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Tayta mamakuna: Paykunapas yachay wasimanqa mana chanin mikhuyta manam yaykuchinankuchu; mana hinaqa qichusqa tarikunqaku.
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Qillqaya, wata punchaw Hatun Puquy killapi Sayri Tupa Wamani Kunturi Qullqi kamayuq Mayu Wayta Lima Umalliq Sumaq Urpi Willka Gonza Qillqa kamayuq awincharquspa qillqanaykipi yachasqaykita sutinchay."
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Pikunam chanin mikhunakunata apananku?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Yachachiqkuna mana chanin mikhuykunata apamunqa chayri, imataq kanqa?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Saramanta rurasqa mikhuykunata riqsinkichu?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Chay qillqari, pikunatam kamachichkan?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Imakunam chanin mikhuy kasqa?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Imakunam mana chanin mkhuykuna kasqa?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Imapaqmi chay qillqa qillqakunman?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Aylluykipiri, kamachikuq qillqamanta rimankuchu?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,Ima qillqakunatataq kamachikuq qillqa kasqanta riqsinki?
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Mana chay kamachikuq qillqa kanmanchu chayri, imaynatataq kawsasunman?"
4 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 4° Secundaria - Quechua Collao,"Kay kamachikuq qillqamanta rimaspari, imanawaqmi mana kasurikuq runakunata?"
